order_date,region,segment,shipping_mode,category,product_name,quantity,discount,sales,profit,anomaly,sales_per_quantity
2025-10-20,North,Consumer,Same Day,Electronics,Laptop,1,0.05,8394.27,1766.82,0,8394.27
2024-07-07,East,Consumer,First Class,Office Supplies,Pen,1,0.07,225.73,37.03,0,225.73
2026-01-23,North,Corporate,Same Day,Furniture,Desk,2,0.18,7310.22,1875.84,0,3655.11
2024-04-05,North,Corporate,First Class,Office Supplies,Notebook,8,0.15,5812.25,907.76,0,726.53125
2025-02-07,West,Corporate,Same Day,Electronics,Laptop,7,0.01,64364.19,11651.21,0,9194.884285714286
2024-06-07,South,Consumer,Second Class,Electronics,Monitor,3,0.01,41409.45,3799.25,1,13803.15
2024-03-25,South,Home Office,First Class,Office Supplies,Notebook,7,0.19,3182.1,696.47,0,454.5857142857143
2025-01-02,South,Corporate,First Class,Electronics,Tablet,1,0.15,5954.2,1611.39,0,5954.2
2024-11-28,West,Corporate,Same Day,Office Supplies,Notebook,5,0.17,5229.45,1036.05,0,1045.8899999999999
2025-08-24,South,Consumer,First Class,Electronics,Tablet,8,0.18,35210.3,9767.43,0,4401.2875
2024-04-14,West,Consumer,Standard Class,Electronics,Smartphone,2,0.14,10237.36,2419.41,0,5118.68
2024-03-12,South,Corporate,Second Class,Furniture,Table,4,0.23,10039.66,1875.33,0,2509.915
2026-01-27,South,Corporate,Standard Class,Electronics,Smartphone,7,0.22,33321.24,6827.48,0,4760.177142857143
2024-08-26,South,Consumer,Standard Class,Office Supplies,Notebook,6,0.2,2321.59,580.1,0,386.9316666666667
2025-12-08,South,Consumer,First Class,Office Supplies,Notebook,4,0.16,2473.21,715.39,0,618.3025
2023-10-21,South,Consumer,Second Class,Furniture,Sofa,5,0.21,12960.26,3271.48,0,2592.052
2026-01-04,East,Home Office,Second Class,Electronics,Laptop,2,0.1,7548.88,1255.49,0,3774.44
2025-01-27,North,Home Office,Same Day,Furniture,Sofa,5,0.05,13091.31,1748.74,0,2618.2619999999997
2024-06-11,North,Consumer,First Class,Office Supplies,Printer,8,0.09,3876.25,1026.57,0,484.53125
2024-02-21,West,Corporate,Second Class,Office Supplies,Printer,7,0.2,5155.05,1432.19,0,736.4357142857143
2024-11-17,West,Home Office,Second Class,Electronics,Laptop,1,0.0,6916.4,1428.59,0,6916.4
2024-07-12,South,Corporate,First Class,Electronics,Laptop,4,0.18,20476.04,3694.21,0,5119.01
2024-03-22,North,Home Office,Standard Class,Office Supplies,Printer,1,0.14,381.95,114.5,0,381.95
2025-07-07,East,Home Office,Second Class,Furniture,Desk,3,0.02,5066.99,848.9,0,1688.9966666666667
2024-08-23,East,Home Office,First Class,Electronics,Tablet,2,0.0,9055.06,1894.58,0,4527.53
2025-09-26,West,Home Office,Same Day,Furniture,Table,7,0.2,16977.69,3749.16,0,2425.3842857142854
2024-03-07,East,Corporate,Second Class,Office Supplies,Printer,8,0.23,3445.59,968.76,0,430.69875
2023-11-13,West,Consumer,Same Day,Electronics,Monitor,8,0.24,56773.58,14870.53,0,7096.6975
2026-02-16,West,Home Office,First Class,Electronics,Monitor,2,0.11,9566.85,1468.27,0,4783.425
2025-03-29,East,Corporate,Second Class,Furniture,Chair,2,0.08,5455.71,1457.12,0,2727.855
2023-10-27,North,Corporate,Standard Class,Office Supplies,Storage Box,6,0.01,5230.79,1269.74,0,871.7983333333333
2023-06-28,West,Consumer,First Class,Electronics,Smartphone,1,0.0,6233.23,869.58,0,6233.23
2025-12-24,South,Home Office,Second Class,Electronics,Smartphone,3,0.21,12859.49,2828.19,0,4286.496666666667
2025-10-30,West,Corporate,First Class,Electronics,Laptop,7,0.08,73404.13,12423.69,0,10486.304285714286
2024-06-28,West,Consumer,Second Class,Office Supplies,Notebook,7,0.03,4269.48,624.32,0,609.9257142857142
2025-01-28,West,Consumer,Same Day,Electronics,Smartphone,8,0.06,54378.35,10409.02,0,6797.29375
2024-05-12,East,Corporate,First Class,Furniture,Desk,3,0.24,7404.66,1281.23,0,2468.22
2025-09-18,East,Home Office,Standard Class,Office Supplies,Pen,4,0.04,1511.13,303.65,0,377.7825
2025-07-06,East,Consumer,First Class,Furniture,Table,6,0.16,10973.22,2037.89,0,1828.87
2023-05-25,East,Home Office,Standard Class,Office Supplies,Notebook,6,0.24,1704.07,349.25,0,284.01166666666666
2024-04-24,South,Consumer,Second Class,Furniture,Sofa,4,0.1,8719.37,1579.15,0,2179.8425
2025-06-09,East,Corporate,Standard Class,Electronics,Tablet,3,0.13,13949.95,2576.29,0,4649.983333333334
2025-02-25,South,Consumer,Second Class,Electronics,Laptop,6,0.16,25908.83,5084.59,0,4318.138333333333
2023-06-23,North,Consumer,Standard Class,Electronics,Laptop,5,0.17,20692.45,3624.25,0,4138.49
2024-06-06,East,Consumer,Same Day,Electronics,Monitor,5,0.13,20543.66,5836.02,0,4108.732
2025-05-17,South,Home Office,Same Day,Electronics,Smartphone,2,0.14,8225.03,1732.19,0,4112.515
2024-12-05,South,Corporate,Standard Class,Office Supplies,Storage Box,3,0.2,1963.35,390.55,0,654.4499999999999
2025-10-19,South,Corporate,Standard Class,Electronics,Laptop,3,0.16,20255.51,3471.44,0,6751.836666666666
2024-07-26,South,Consumer,First Class,Electronics,Tablet,2,0.21,7345.8,1018.11,0,3672.9
2026-01-09,East,Corporate,Standard Class,Office Supplies,Notebook,3,0.22,1442.49,373.71,0,480.83
2024-12-05,West,Corporate,Second Class,Office Supplies,Notebook,1,0.08,606.77,147.97,0,606.77
2023-10-29,South,Consumer,Second Class,Office Supplies,Storage Box,1,0.17,254.68,63.49,0,254.68
2024-08-17,North,Consumer,Same Day,Electronics,Monitor,4,0.24,20257.74,4492.8,0,5064.435
2024-03-02,North,Consumer,Second Class,Office Supplies,Notebook,7,0.02,3656.95,1087.53,0,522.4214285714286
2024-05-15,North,Home Office,Same Day,Office Supplies,Pen,5,0.11,2657.91,488.77,0,531.582
2026-03-26,South,Home Office,Same Day,Furniture,Chair,2,0.02,4337.26,895.43,0,2168.63
2026-03-27,West,Consumer,First Class,Office Supplies,Pen,1,0.16,1093.93,215.8,0,1093.93
2024-04-18,North,Corporate,Standard Class,Office Supplies,Pen,5,0.18,2699.22,804.59,0,539.8439999999999
2023-09-14,East,Corporate,Standard Class,Office Supplies,Pen,1,0.13,441.85,130.2,0,441.85
2024-07-27,West,Corporate,Standard Class,Office Supplies,Pen,4,0.23,2261.34,658.28,0,565.335
2024-06-05,South,Corporate,Standard Class,Furniture,Table,6,0.11,14668.92,3202.28,0,2444.82
2024-04-14,North,Home Office,First Class,Office Supplies,Printer,8,0.1,3812.94,949.44,0,476.6175
2025-10-09,East,Home Office,Same Day,Electronics,Smartphone,4,0.17,19983.05,2656.49,0,4995.7625
2025-05-11,East,Home Office,Standard Class,Furniture,Sofa,3,0.09,5509.31,814.04,0,1836.4366666666667
2025-10-26,East,Corporate,Second Class,Electronics,Smartphone,2,0.06,15249.72,4168.22,0,7624.86
2023-11-19,South,Home Office,First Class,Electronics,Tablet,8,0.04,45096.1,12160.56,0,5637.0125
2025-10-03,West,Consumer,Second Class,Electronics,Monitor,6,0.04,47130.41,8096.06,0,7855.068333333334
2023-11-08,South,Consumer,Standard Class,Furniture,Desk,2,0.05,6570.98,1324.09,0,3285.49
2024-02-28,North,Corporate,Same Day,Furniture,Desk,8,0.22,27054.57,7519.76,0,3381.82125
2024-12-04,East,Consumer,Second Class,Office Supplies,Pen,1,0.08,288.56,71.57,0,288.56
2023-07-25,East,Corporate,First Class,Office Supplies,Pen,3,0.18,4850.5,370.49,1,1616.8333333333333
2026-02-15,North,Home Office,Standard Class,Furniture,Desk,4,0.04,8875.46,1901.24,0,2218.865
2024-11-15,South,Corporate,Same Day,Furniture,Table,7,0.17,27943.26,7776.12,0,3991.8942857142856
2023-06-13,West,Consumer,First Class,Office Supplies,Storage Box,2,0.18,623.02,147.09,0,311.51
2025-11-03,South,Corporate,Same Day,Furniture,Desk,4,0.09,17408.48,5121.28,0,4352.12
2026-04-12,South,Consumer,Standard Class,Office Supplies,Printer,6,0.24,2709.47,514.04,0,451.5783333333333
2023-09-23,North,Corporate,Second Class,Furniture,Chair,3,0.11,10196.24,2953.56,0,3398.7466666666664
2025-02-21,North,Corporate,First Class,Office Supplies,Pen,2,0.15,614.01,110.38,0,307.005
2023-08-02,West,Home Office,Standard Class,Office Supplies,Notebook,8,0.22,3547.42,979.46,0,443.4275
2025-12-09,East,Consumer,First Class,Furniture,Chair,4,0.09,12251.53,3416.52,0,3062.8825
2025-04-21,South,Corporate,Second Class,Furniture,Chair,1,0.24,2356.04,289.97,0,2356.04
2024-06-21,North,Home Office,Second Class,Office Supplies,Printer,6,0.11,2574.32,716.28,0,429.05333333333334
2024-11-22,East,Corporate,First Class,Electronics,Laptop,1,0.22,6385.91,1616.44,0,6385.91
2026-04-25,North,Home Office,First Class,Electronics,Tablet,7,0.09,33212.24,4769.71,0,4744.605714285714
2025-10-14,East,Consumer,First Class,Furniture,Desk,8,0.15,22726.36,6332.56,0,2840.795
2023-06-05,East,Corporate,First Class,Electronics,Smartphone,2,0.02,11476.21,3129.58,0,5738.105
2025-11-26,West,Corporate,First Class,Furniture,Chair,1,0.06,4776.78,1153.49,0,4776.78
2023-05-28,South,Consumer,First Class,Furniture,Sofa,1,0.13,2295.21,424.18,0,2295.21
2024-01-24,West,Corporate,Second Class,Office Supplies,Printer,7,0.15,4849.47,920.52,0,692.7814285714286
2024-08-30,West,Corporate,Same Day,Furniture,Sofa,3,0.08,13276.31,2639.11,0,4425.4366666666665
2024-06-07,East,Home Office,First Class,Furniture,Table,1,0.05,1835.71,329.9,0,1835.71
2024-07-19,North,Corporate,Standard Class,Electronics,Smartphone,8,0.14,44146.33,7416.6,0,5518.29125
2024-11-22,South,Consumer,First Class,Electronics,Laptop,4,0.15,23827.92,3508.31,0,5956.98
2025-02-28,North,Corporate,Second Class,Furniture,Chair,8,0.1,27063.24,3592.44,0,3382.905
2025-12-04,East,Corporate,Standard Class,Office Supplies,Notebook,4,0.04,2695.31,426.23,0,673.8275
2026-04-07,North,Home Office,Second Class,Electronics,Monitor,5,0.14,21454.12,3487.26,0,4290.824
2025-05-05,West,Consumer,Standard Class,Furniture,Desk,3,0.22,7078.1,1482.71,0,2359.366666666667
2024-05-19,East,Consumer,First Class,Electronics,Monitor,3,0.22,11794.48,1796.77,0,3931.4933333333333
2025-08-23,East,Corporate,Same Day,Electronics,Laptop,3,0.25,15848.37,4491.25,0,5282.79
2024-06-04,North,Consumer,Standard Class,Electronics,Tablet,8,0.15,33338.8,9631.47,0,4167.35
2025-07-08,West,Corporate,First Class,Office Supplies,Notebook,4,0.25,2200.42,567.61,0,550.105
2026-03-12,West,Corporate,Standard Class,Furniture,Table,4,0.15,13261.07,1713.39,0,3315.2675
2024-06-16,North,Consumer,Same Day,Electronics,Smartphone,1,0.18,4812.4,772.49,0,4812.4
2024-01-31,West,Home Office,Standard Class,Furniture,Desk,3,0.16,6807.73,1961.7,0,2269.2433333333333
2026-04-29,East,Consumer,First Class,Electronics,Tablet,7,0.23,27230.82,7444.31,0,3890.117142857143
2025-04-01,North,Consumer,First Class,Electronics,Tablet,7,0.13,37770.87,7636.41,0,5395.838571428571
2025-03-23,West,Home Office,Same Day,Furniture,Desk,7,0.11,19066.62,5554.47,0,2723.802857142857
2025-03-09,North,Consumer,Same Day,Electronics,Monitor,8,0.19,43084.89,7880.45,0,5385.61125
2023-07-29,West,Home Office,Second Class,Electronics,Laptop,5,0.2,19397.26,3075.32,0,3879.4519999999998
2026-01-17,West,Consumer,Standard Class,Office Supplies,Storage Box,1,0.06,568.03,118.62,0,568.03
2023-09-25,West,Home Office,First Class,Furniture,Sofa,5,0.1,12848.02,3149.87,0,2569.6040000000003
2023-06-18,South,Home Office,Second Class,Office Supplies,Pen,2,0.14,369.92,72.62,0,184.96
2026-03-31,West,Consumer,Standard Class,Furniture,Chair,7,0.07,19682.07,4001.13,0,2811.7242857142855
2025-10-22,West,Consumer,First Class,Electronics,Tablet,7,0.09,55636.26,15478.87,0,7948.037142857143
2025-01-04,West,Consumer,First Class,Electronics,Tablet,5,0.24,25385.4,5072.83,0,5077.08
2026-01-16,South,Corporate,First Class,Furniture,Chair,4,0.02,13887.3,3390.89,0,3471.825
2023-10-31,North,Consumer,Second Class,Office Supplies,Notebook,8,0.21,4369.68,860.92,0,546.21
2024-05-11,North,Corporate,Standard Class,Electronics,Tablet,4,0.21,22467.25,3843.25,0,5616.8125
2023-06-20,South,Corporate,First Class,Office Supplies,Printer,8,0.18,4391.52,953.47,0,548.94
2025-10-14,North,Home Office,Second Class,Furniture,Table,6,0.09,17515.81,3099.83,0,2919.3016666666667
2023-07-23,South,Consumer,Second Class,Office Supplies,Printer,2,0.22,685.89,174.73,0,342.945
2025-03-26,West,Consumer,Second Class,Electronics,Tablet,6,0.02,37119.3,8209.26,0,6186.55
2025-03-30,North,Home Office,First Class,Electronics,Smartphone,7,0.01,36339.3,7183.11,0,5191.328571428572
2025-12-07,East,Home Office,First Class,Office Supplies,Notebook,5,0.13,1967.6,346.68,0,393.52
2023-10-10,South,Home Office,Standard Class,Electronics,Laptop,2,0.06,9762.87,2461.0,0,4881.435
2024-03-02,East,Consumer,First Class,Furniture,Table,5,0.25,9934.96,2163.09,0,1986.9919999999997
2025-02-09,East,Home Office,Second Class,Furniture,Sofa,1,0.24,1328.38,384.66,0,1328.38
2023-08-01,West,Corporate,Same Day,Office Supplies,Notebook,2,0.19,1420.83,288.4,0,710.415
2026-05-08,East,Corporate,Second Class,Office Supplies,Storage Box,4,0.24,1704.83,337.8,0,426.2075
2024-07-15,West,Corporate,Standard Class,Office Supplies,Notebook,5,0.12,3062.7,862.55,0,612.54
2024-05-01,North,Corporate,Same Day,Office Supplies,Pen,2,0.02,1506.74,302.17,0,753.37
2025-08-09,East,Home Office,Same Day,Furniture,Chair,6,0.06,13089.82,2216.89,0,2181.6366666666668
2025-07-13,East,Consumer,Standard Class,Office Supplies,Printer,2,0.18,723.39,93.23,0,361.695
2026-02-24,East,Home Office,First Class,Office Supplies,Pen,2,0.2,917.5,139.11,0,458.75
2023-12-21,North,Home Office,Second Class,Office Supplies,Printer,4,0.07,2058.59,340.87,0,514.6475
2023-08-22,East,Corporate,Same Day,Electronics,Monitor,1,0.04,6637.1,1291.24,0,6637.1
2026-03-19,North,Corporate,Second Class,Electronics,Tablet,1,0.18,6088.43,1408.44,0,6088.43
2025-07-27,West,Corporate,Same Day,Electronics,Monitor,2,0.22,13278.13,3472.49,0,6639.065
2023-10-10,North,Home Office,Standard Class,Furniture,Table,7,0.11,18693.45,2244.08,0,2670.4928571428572
2024-08-11,South,Consumer,Second Class,Electronics,Smartphone,5,0.19,20474.07,2509.02,0,4094.814
2023-08-17,North,Home Office,Standard Class,Furniture,Chair,4,0.24,7461.92,1711.96,0,1865.48
2026-01-24,East,Corporate,Standard Class,Electronics,Laptop,6,0.24,26379.34,6996.3,0,4396.556666666666
2025-09-28,East,Consumer,Same Day,Office Supplies,Pen,6,0.05,2930.74,838.54,0,488.45666666666665
2025-11-20,West,Corporate,Standard Class,Furniture,Sofa,5,0.02,24683.42,5268.82,0,4936.683999999999
2023-12-01,North,Consumer,First Class,Electronics,Tablet,8,0.19,52681.56,11845.15,0,6585.195
2024-08-07,East,Home Office,Standard Class,Office Supplies,Printer,4,0.21,1079.73,300.31,0,269.9325
2024-08-13,South,Home Office,Same Day,Office Supplies,Pen,3,0.22,1637.02,319.5,0,545.6733333333333
2025-03-06,East,Consumer,Second Class,Office Supplies,Notebook,1,0.2,100.0,25.22,0,100.0
2023-09-10,North,Home Office,Standard Class,Office Supplies,Printer,7,0.17,2419.28,361.78,0,345.6114285714286
2025-03-19,West,Consumer,Standard Class,Furniture,Table,8,0.19,19234.02,2406.86,0,2404.2525
2026-02-24,North,Home Office,Same Day,Furniture,Chair,3,0.13,7067.34,1734.8,0,2355.78
2026-04-08,South,Consumer,Same Day,Office Supplies,Printer,7,0.02,3829.83,1067.68,0,547.1185714285714
2026-05-09,East,Corporate,Standard Class,Furniture,Desk,6,0.2,13827.37,2738.87,0,2304.561666666667
2024-08-28,West,Home Office,First Class,Furniture,Desk,6,0.15,14319.8,2614.87,0,2386.633333333333
2024-12-16,South,Consumer,First Class,Furniture,Chair,8,0.17,23308.66,6650.28,0,2913.5825
2023-06-26,East,Corporate,Second Class,Furniture,Chair,4,0.23,8880.64,2235.27,0,2220.16
2025-05-07,West,Consumer,Second Class,Office Supplies,Printer,3,0.21,1777.89,340.45,0,592.63
2026-01-25,East,Consumer,Standard Class,Electronics,Monitor,8,0.25,27157.2,4703.93,0,3394.65
2023-08-09,East,Home Office,Second Class,Electronics,Laptop,7,0.11,25049.06,4150.23,0,3578.437142857143
2024-05-21,South,Corporate,Same Day,Furniture,Chair,7,0.1,23192.39,5922.22,0,3313.1985714285715
2026-03-02,South,Home Office,Same Day,Furniture,Chair,2,0.18,3686.95,822.96,0,1843.475
2023-07-23,West,Home Office,Second Class,Office Supplies,Pen,4,0.2,1651.14,247.18,0,412.785
2024-09-14,West,Home Office,Standard Class,Office Supplies,Notebook,7,0.06,3003.71,524.68,0,429.1014285714286
2026-04-03,North,Corporate,Same Day,Office Supplies,Pen,3,0.03,2198.6,594.54,0,732.8666666666667
2025-12-17,North,Home Office,Standard Class,Furniture,Desk,6,0.15,15843.5,3234.66,0,2640.5833333333335
2024-07-02,North,Home Office,Standard Class,Furniture,Desk,6,0.15,11299.32,3024.62,0,1883.22
2023-08-09,East,Corporate,Same Day,Office Supplies,Storage Box,3,0.15,1908.09,404.95,0,636.03
2025-03-31,North,Corporate,Standard Class,Office Supplies,Storage Box,8,0.2,4907.94,607.46,0,613.4925
2025-04-15,South,Home Office,First Class,Furniture,Sofa,2,0.17,3679.51,571.8,0,1839.755
2026-05-04,West,Consumer,Second Class,Office Supplies,Notebook,8,0.19,3681.1,582.08,0,460.1375
2023-12-16,South,Home Office,First Class,Office Supplies,Pen,4,0.08,2346.98,670.45,0,586.745
2026-01-25,West,Corporate,Standard Class,Furniture,Desk,4,0.08,14522.79,3952.1,0,3630.6975
2023-08-03,South,Corporate,Standard Class,Office Supplies,Printer,7,0.12,3825.3,641.51,0,546.4714285714286
2026-02-08,West,Home Office,First Class,Furniture,Sofa,8,0.1,20490.49,5479.81,0,2561.31125
2023-11-10,East,Consumer,First Class,Furniture,Desk,3,0.19,8249.34,1899.01,0,2749.78
2025-11-19,North,Home Office,First Class,Office Supplies,Storage Box,7,0.2,3516.09,553.79,0,502.29857142857145
2023-11-02,East,Corporate,Standard Class,Electronics,Tablet,5,0.17,31328.62,7957.43,0,6265.724
2023-11-17,North,Consumer,Standard Class,Office Supplies,Pen,7,0.18,3801.67,903.15,0,543.0957142857143
2024-01-23,North,Corporate,Second Class,Furniture,Table,8,0.0,30055.49,7754.71,0,3756.93625
2026-05-14,East,Home Office,Same Day,Furniture,Desk,6,0.17,11102.73,1411.24,0,1850.455
2024-06-26,West,Corporate,First Class,Office Supplies,Notebook,1,0.07,525.93,131.46,0,525.93
2023-06-16,North,Corporate,Second Class,Office Supplies,Pen,6,0.12,3355.84,496.59,0,559.3066666666667
2023-08-29,South,Corporate,Standard Class,Furniture,Chair,7,0.08,19805.32,4767.95,0,2829.3314285714287
2024-10-02,North,Corporate,Standard Class,Electronics,Smartphone,2,0.23,13868.09,3973.19,0,6934.045
2024-09-20,South,Corporate,Second Class,Office Supplies,Pen,8,0.16,4383.24,1205.21,0,547.905
2025-05-15,South,Consumer,Standard Class,Electronics,Laptop,1,0.12,4554.19,841.1,0,4554.19
2025-05-07,East,Consumer,Second Class,Furniture,Chair,8,0.1,17050.65,4599.57,0,2131.33125
2025-08-19,West,Corporate,First Class,Furniture,Desk,4,0.06,16886.08,4786.5,0,4221.52
2026-05-13,East,Corporate,First Class,Furniture,Sofa,3,0.21,8164.32,2442.41,0,2721.44
2025-02-08,South,Consumer,Second Class,Furniture,Table,4,0.23,7914.07,1013.88,0,1978.5175
2023-12-11,West,Corporate,First Class,Furniture,Chair,2,0.12,10016.39,2686.01,0,5008.195
2024-10-31,East,Consumer,Same Day,Electronics,Laptop,8,0.02,55043.55,12065.06,0,6880.44375
2025-01-10,East,Corporate,Second Class,Furniture,Sofa,4,0.03,12145.59,2585.5,0,3036.3975
2024-06-11,West,Consumer,Standard Class,Furniture,Chair,2,0.18,4310.5,1038.83,0,2155.25
2025-11-20,West,Home Office,Second Class,Furniture,Sofa,3,0.1,8833.27,2348.6,0,2944.4233333333336
2024-07-11,West,Corporate,Second Class,Furniture,Table,5,0.13,16179.53,4393.34,0,3235.906
2025-09-12,South,Consumer,Standard Class,Furniture,Desk,4,0.01,9065.68,1938.34,0,2266.42
2023-10-07,North,Corporate,Same Day,Electronics,Monitor,8,0.11,79127.84,10316.74,0,9890.98
2026-02-01,West,Home Office,Second Class,Electronics,Tablet,4,0.06,20134.87,2907.79,0,5033.7175
2024-07-19,North,Consumer,Same Day,Office Supplies,Notebook,1,0.05,535.76,90.89,0,535.76
2023-10-23,West,Consumer,Second Class,Electronics,Monitor,5,0.09,36840.88,7018.43,0,7368.1759999999995
2024-11-17,East,Home Office,Same Day,Furniture,Table,4,0.14,10312.89,2304.03,0,2578.2225
2024-07-05,West,Home Office,Same Day,Furniture,Desk,7,0.2,15712.24,2963.26,0,2244.6057142857144
2023-06-08,North,Consumer,Second Class,Electronics,Monitor,1,0.06,4547.15,798.93,0,4547.15
2025-07-26,West,Home Office,Second Class,Electronics,Laptop,3,0.07,13828.15,2341.51,0,4609.383333333333
2025-03-16,North,Consumer,Standard Class,Office Supplies,Pen,4,0.16,1379.95,294.96,0,344.9875
2024-05-14,South,Home Office,First Class,Furniture,Sofa,3,0.2,6061.6,1626.9,0,2020.5333333333335
2026-02-13,East,Corporate,First Class,Office Supplies,Storage Box,7,0.21,3499.88,758.81,0,499.98285714285714
2024-09-16,North,Corporate,First Class,Furniture,Chair,5,0.21,15859.49,4271.73,0,3171.898
2024-12-28,East,Consumer,First Class,Furniture,Chair,6,0.11,16926.23,3885.3,0,2821.0383333333334
2024-02-15,West,Home Office,First Class,Furniture,Chair,6,0.04,16431.92,3896.53,0,2738.653333333333
2024-05-18,East,Consumer,Second Class,Furniture,Sofa,3,0.16,6022.04,1160.62,0,2007.3466666666666
2023-11-12,North,Home Office,Same Day,Furniture,Sofa,7,0.03,24733.89,7360.09,0,3533.412857142857
2025-06-01,West,Corporate,Second Class,Office Supplies,Printer,6,0.0,4253.68,1112.88,0,708.9466666666667
2026-02-21,North,Home Office,Same Day,Electronics,Tablet,8,0.1,40108.03,9329.89,0,5013.50375
2024-05-02,South,Consumer,Second Class,Office Supplies,Printer,4,0.09,2154.61,321.33,0,538.6525
2024-03-28,North,Consumer,Standard Class,Electronics,Monitor,3,0.22,12879.24,3515.7,0,4293.08
2026-05-11,East,Corporate,First Class,Furniture,Chair,1,0.15,3246.83,844.34,0,3246.83
2023-11-14,North,Consumer,Standard Class,Electronics,Smartphone,4,0.07,26440.06,7542.69,0,6610.015
2025-04-28,North,Consumer,Same Day,Office Supplies,Pen,4,0.22,1928.76,407.97,0,482.19
2025-06-05,West,Consumer,First Class,Office Supplies,Pen,7,0.06,4224.26,869.06,0,603.4657142857143
2024-07-14,East,Home Office,Second Class,Electronics,Tablet,8,0.23,21779.2,4949.5,0,2722.4
2025-05-21,West,Consumer,Same Day,Electronics,Monitor,4,0.05,26995.96,6679.24,0,6748.99
2024-12-13,West,Home Office,Standard Class,Office Supplies,Storage Box,2,0.24,1337.01,218.98,0,668.505
2023-12-02,South,Corporate,First Class,Office Supplies,Printer,5,0.23,3109.88,801.37,0,621.976
2025-05-01,North,Corporate,First Class,Office Supplies,Printer,6,0.06,3970.8,761.84,0,661.8000000000001
2024-08-15,North,Consumer,Same Day,Electronics,Laptop,5,0.25,25310.56,4682.09,0,5062.112
2024-09-14,West,Corporate,Standard Class,Electronics,Laptop,5,0.18,31561.85,4752.64,0,6312.37
2023-12-30,North,Home Office,First Class,Furniture,Chair,8,0.08,25104.26,5289.63,0,3138.0325
2026-05-15,North,Corporate,Same Day,Furniture,Desk,8,0.23,26447.13,4038.18,0,3305.89125
2025-05-14,East,Home Office,First Class,Furniture,Desk,5,0.04,9438.41,2348.53,0,1887.682
2024-08-01,North,Home Office,Same Day,Office Supplies,Storage Box,5,0.17,2247.95,475.42,0,449.59
2023-12-23,East,Consumer,Standard Class,Electronics,Smartphone,2,0.03,11483.52,1765.61,0,5741.76
2024-07-08,South,Home Office,Same Day,Office Supplies,Printer,8,0.12,3176.08,798.19,0,397.01
2024-02-24,South,Corporate,Standard Class,Electronics,Laptop,4,0.09,22748.06,4683.12,0,5687.015
2025-12-16,North,Home Office,Second Class,Office Supplies,Pen,8,0.13,4325.19,916.62,0,540.64875
2024-08-22,North,Corporate,First Class,Electronics,Tablet,2,0.15,13827.35,2905.34,0,6913.675
2023-06-05,South,Consumer,Second Class,Furniture,Table,7,0.12,13618.55,2639.66,0,1945.5071428571428
2024-01-06,South,Corporate,First Class,Office Supplies,Notebook,7,0.12,3837.12,1012.64,0,548.16
2025-11-01,West,Home Office,Standard Class,Office Supplies,Storage Box,7,0.12,3694.76,618.33,0,527.8228571428572
2024-06-13,East,Home Office,Second Class,Office Supplies,Printer,1,0.11,100.0,28.09,0,100.0
2024-03-05,East,Corporate,First Class,Electronics,Tablet,2,0.1,12096.48,3428.55,0,6048.24
2023-12-04,North,Consumer,Second Class,Electronics,Monitor,2,0.14,12458.53,2672.0,0,6229.265
2026-03-05,South,Consumer,Standard Class,Electronics,Monitor,2,0.21,7587.21,1995.17,0,3793.605
2024-01-19,West,Consumer,Same Day,Office Supplies,Notebook,7,0.04,4758.62,698.42,0,679.8028571428571
2024-06-26,South,Corporate,Same Day,Electronics,Smartphone,8,0.09,48519.53,8826.98,0,6064.94125
2023-08-08,South,Home Office,First Class,Electronics,Monitor,8,0.15,31158.68,7833.76,0,3894.835
2024-04-13,East,Corporate,Second Class,Furniture,Desk,2,0.14,5151.02,1404.21,0,2575.51
2025-06-10,East,Corporate,First Class,Electronics,Laptop,4,0.14,20468.47,4624.78,0,5117.1175
2024-08-18,South,Home Office,First Class,Office Supplies,Notebook,5,0.11,2023.56,299.13,0,404.712
2023-06-01,South,Consumer,Standard Class,Furniture,Sofa,5,0.18,8718.14,2224.26,0,1743.628
2024-04-08,West,Home Office,Standard Class,Furniture,Chair,5,0.22,10634.99,2827.31,0,2126.998
2023-09-16,South,Home Office,Standard Class,Electronics,Laptop,2,0.13,6592.85,1830.48,0,3296.425
2023-06-30,West,Home Office,Second Class,Furniture,Chair,5,0.14,10748.66,2322.99,0,2149.732
2025-04-21,North,Consumer,Same Day,Electronics,Laptop,1,0.22,5344.92,1514.69,0,5344.92
2023-07-09,West,Corporate,Second Class,Furniture,Desk,4,0.14,12534.26,2982.48,0,3133.565
2023-06-30,East,Consumer,Same Day,Furniture,Chair,2,0.15,4619.8,793.19,0,2309.9
2025-02-04,South,Consumer,Second Class,Office Supplies,Printer,3,0.23,597.68,172.63,0,199.22666666666666
2023-12-15,South,Corporate,Second Class,Office Supplies,Notebook,8,0.18,5372.81,1067.49,0,671.60125
2023-06-11,North,Consumer,Same Day,Electronics,Tablet,7,0.09,37475.26,9776.78,0,5353.608571428572
2025-12-16,West,Home Office,Standard Class,Electronics,Monitor,4,0.06,25052.43,4165.38,0,6263.1075
2024-08-08,South,Home Office,Standard Class,Furniture,Table,5,0.11,8649.52,1210.31,0,1729.904
2025-09-19,South,Home Office,Second Class,Electronics,Monitor,8,0.13,29635.97,6685.83,0,3704.49625
2025-01-29,East,Corporate,Same Day,Furniture,Chair,8,0.15,23812.07,6643.63,0,2976.50875
